title,year,department,award,film,img_link,film_link,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,Voice,Sets,Camera,Other credits,Based on
Awards,2021,Special Prizes,Junior Jury Award for a Short Film,People in Motion,https://www.annecy.org/resources/images/m/20212288_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212288,People in Motion,"Christoph LAUENSTEIN, Wolfgang LAUENSTEIN",Germany,2021,08 min 21 s,Short film,puppets,Original English version French subtitles,Colour,"Adults, Young adults","LAUENSTEIN & LAUENSTEIN FILMPRODUKTION, Christoph LAUENSTEIN",,Wolfgang Lauenstein,Christoph Lauenstein,,,,Wolfgang Lauenstein,Christoph Lauenstein,Ernst Voester,"Ulf Krüger, Thilo Krüger",,"In a land without light, the sudden appearance of a strange, illuminated object causes a stir among the inhabitants. Egoism and greed infiltrate this dark world. A peculiar parable about the shortcomings of human behaviour.",O.J. Lynch,Wolfgang Lauenstein,,,
Awards,2021,Special Prizes,Festivals Connexion Award,Bestia,https://www.annecy.org/resources/images/m/20212152_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212152,Bestia,Hugo COVARRUBIAS,Chile,2021,15 min,Short film,"animated objects, puppets",Without dialogue or commentary,Colour,"Adults, Young adults","TREBOL 3, Tevo DIAZ",,"Constanza Wette, Hugo Covarrubias","Martín Erazo, Hugo Covarrubias",Hugo Covarrubias,Matias Delgado,Hugo Covarrubias,"Matias Delgado, Hugo Covarrubias",,Ángela Acuña,,Hugo Covarrubias,"Ingrid is working in the Chilean Intelligence Directorate (DINA) in 1975. Her relationship with her dog, her body, her fears and frustrations reveal a grim fracture in her mind and in an entire country.",,"Constanza Wette, Paula Baccelliere, Carla Calzadillas",Hugo Covarrubias,,
Awards,2020,Feature films,Cristal for a Feature Film,"Calamity, une enfance de Martha Jane Cannary",https://www.annecy.org/resources/images/m/20203107_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203107,"Calamity, une enfance de Martha Jane Cannary",Rémi CHAYÉ,"France, Denmark",2019,01 h 22 min 12 s,Feature film,2D/3D computer,Version française sous-titrée anglais,Colour,"Teens, Kids, Family","MAYBE MOVIES, Henri MAGALON, Claire LA COMBE, NORLUM, Claus TOKSVIG KJAER","GEBEKA FILMS, Marc BONNY",,"Rémi Chayé, Sandra Tosello, Fabrice de Costil",,"Rémi Chayé, Liane-Cho Han, Maïlys Vallade, Alexis Ducord, Marietta Ren",Eddine Noel,Liane-Cho Han,Marc Konings,Florencia Di Consilio,"Régis Diebold, Aymeric Dupas, Mathieu Z'graggen",Benjamin Massoubre,"Extract.
1863, a convoy in the American West, Martha Jane needs to learn how to take care of horses to drive the family wagon. Except she ends up wearing pants and cutting her hair. The scandal that its stark character provokes will force her to face all the dangers in a gigantic and wild world where everything is possible.","Salomé Boulven, Alexandra Lamy, Alexis Tomassian, Jochen Hägele, Léonard Louf","Patrice Suau, Eddine Noel",,,
Awards,2020,Feature films,Jury Award,The Nose or the Conspiracy of Mavericks,https://www.annecy.org/resources/images/m/20202603_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202603,The Nose or the Conspiracy of Mavericks,Andrey KHRZHANOVSKY,Russia,2020,01 h 29 min,Feature film,"drawing on paper, cut-outs, 2D computer, live action",Original version Russian subtitles,Colour,Adults,"SCHOOL-STUDIO ""SHAR"", Anna OSTALSKAYA",,,"Andrey Khrzhanovsky, Yury Arabov","Marina Azizyan, Alexandra Pavlova, Alexander Khramtsov, Varya Yakovleva, Alexander Boim, Anastassia Sembon, Mikhail Tumelya",Andrey Khrzhanovsky,,,,Dmitry Shodtakovich,,"Taissia Krugovykh, Ilya Tomashevich, Veronika Utkina","Stalin's reign of terror in Russia during the first half of the 20th century. Described using a combination of historical settings, biographies and masterpieces from Russian avant-garde artists, composers and writers from this totalitarianism period.",,,Igor Skidan-Bosin,,
Awards,2020,Feature films,Jury Distinction,Kill It and Leave this Town,https://www.annecy.org/resources/images/m/20203149_1.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203149,Kill It and Leave this Town,Mariusz WILCZYNSKI,Poland,2020,01 h 27 min 35 s,Feature film,"drawing on paper,  2D/3D computer, original techniques, diverse techniques",Version originale polonaise sous-titrée anglais et/ou français,Colour,"Teens, Adults, Young adults","BOMBONIERKA, Agnieszka SCIBIOR, EXTREME EMOTIONS, Ewa PUSZCZYNSKA, IAM - ADAM MICKIEWICZ INSTITUTE, EC1 LODZ - CITY OF CULTURE, LETKO, DI FACTORY, GIGANT FILMS, POLISH FILM INSTITUTE","OUTSIDER PICTURES, Paul HUDSON","Mariusz Wilczynski, Piotr Szczepanowicz",Mariusz Wilczynski,,,,,,Tadeusz Nalepa,Franciszek Kozlowski,Jarosław Barzan,"Fleeing from despair after losing those dearest to him, the hero hides in a safe land of memories. Over the years, a city grows in his imagination. Literary heroes and cartoon childhood idols come to live there, uninvited. When our hero discovers they have all grown old and that eternal youth does not exist, he decides to return to real life.","Anja Rubik, Andrzej Wajda, Krystyna Janda, Andrzej Chyra, Maja Ostaszewska, Małgorzata Kożuchowska, Barbara Krafftówna, Anna Dymna, Marek Kondrat, Gustaw Holoubek, Irena Kwiatkowska, Tomasz Stańko",,,"Old Man On The Train, Newspaper Kiosk Lady",
Awards,2020,Feature films,Contrechamp Award,My Favorite War,https://www.annecy.org/resources/images/m/20203150_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203150,My Favorite War,Ilze BURKOVSKA,"Latvia, Norway",2020,01 h 17 min 27 s,Feature film contrechamp,cut-outs,Version originale anglaise,Colour,Young adults,"BIVROST FILM & TV, Trond JACOBSEN, EGO MEDIA, Guntis TREKTERIS",,Sven Nyhus,Ilze Burkovska - Jacobsen,Laima Puntule,,,"Toms Burans, Krisjanis Abols, Arnis Zemitis, Kerija Arne, Nils Hammers",Karina Weitz,Karlis Auzans,"Anete Vanaga, Ernests Ansons","Julie Vinten, Reinis Rinka","This is the personal story of the director, Ilze, growing up in Cold-War Latvia, USSR. It´s a coming of age story, a personal escape route from the mighty authoritarian regime's brainwashing. An antiwar film, emphasizing the importance of an individual's freedom being a democratic society's fundamental right.",,,"Andrejs Verhoustinskis, Trond Jacobsen",,
Awards,2020,Feature films,Contrechamp Jury Distinction,The Shaman Sorceress,https://www.annecy.org/resources/images/m/20203143_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203143,The Shaman Sorceress,Jae huun AHN,South Korea,2020,01 h 25 min,Feature film contrechamp,"animated objects,  2D/3D computer",Version originale sous-titrée anglais,Colour,"Adults, Family","MEDITATION WITH A PENCIL, Jae huun AHN",,,Dong-Ri Kim,Hyun-Kyoung Kim,,Ju-Yeong Seo,,,Sang-Ku Kang,Dong-Ju Park,Jong-Min Ham,"There is a painting called ""The Shaman Sorceress"" left at my home by a mute girl and her father. This picture is worth a thousand words. Mohwa, a shaman, lives with her mute daughter Nang-Yi and her husband, and has practiced shamanism her entire life. One day her son Wook-Yi returns home after several years away, as a converted Christian. This sparks a conflict and drives the family into tragedy.",,,,Adaptation : Simon Duponteix,
Awards,2020,Short films,Cristal for a Short Film,Physique de la tristesse,https://www.annecy.org/resources/images/m/20201701_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201701,Physique de la tristesse,Theodore USHEV,Canada,2019,27 min,Short film,"drawing on paper, original techniques",Original French / English version,Colour,"Teens, Adults, Family, Young adults","ONF - OFFICE NATIONAL DU FILM DU CANADA, Marc BERTRAND","ONF - OFFICE NATIONAL DU FILM DU CANADA, Élise LABBÉ",,Theodore Ushev,,,,Theodore Ushev,,,,,We follow an unknown man's life as he sifts through memories of his youth in Bulgaria through to his increasingly rootless and melancholic adulthood in Canada.,"Xavier Dolan, Theodore Ushev",,,,"Guéorgui Gospodinov, Physique de la mélancolie"
Awards,2020,Short films,Jury Award,Homeless Home,https://www.annecy.org/resources/images/m/20202607_2.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202607,Homeless Home,Alberto VAZQUEZ,"France, Spain",2020,15 min 22 s,Short film,2D computer,Original Spanish version French subtitles,Colour,"Adults, Young adults","AUTOUR DE MINUIT, Nicolas SCHMERKIN, UNIKO ESTUDIO CREATIVO, Iván MINAMBRES","AUTOUR DE MINUIT, Annabel SEBAG",Alberto Vázquez,Alberto Vázquez,Alberto Vázquez,,,"Khris Cembe, MCarmen Cambrils, Pamela Poltronieri, Diego Porral, Roc Espinet","Elodie Van Gansbeke, Pierre Morin, Vladimir Mavounia-Kouka",Victor García,Dorine Le Lay,,"No one can escape their roots, however rotten they may be.","Sonia Méndez, David Perdomo, Alberto Rolán, Kandido Uranga, Sandra Lesta, Ramón Barea, Alberto Váquez, Miguel Canalejo",,,,
Awards,2020,Short films,Jury Distinction (ex ӕquo),Freeze Frame,https://www.annecy.org/resources/images/m/20200094_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200094,Freeze Frame,Soetkin VERSTEGEN,Belgium,2019,05 min,Short film,"animated objects, puppets, original techniques",Without dialogue or commentary,,Adults,"AKADEMIE SCHLOSS SOLITUDE, Soetkin VERSTEGEN","LIGHT CONE, Soetkin VERSTEGEN",,,,,,Soetkin Verstegen,,,"Andrea Martignoni, Michal Krajczok",,"Freeze frame: the most absurd technique since the invention of the moving image. Through an elaborate process of duplicating the same image over and over again, it creates the illusion of stillness.",,,,,
Awards,2020,Short films,Jury Distinction (ex ӕquo),Genius Loci,https://www.annecy.org/resources/images/m/20200816_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200816,Genius Loci,Adrien MERIGEAU,France,2019,16 min 20 s,Short film,"drawing on paper, 2D computer, photocopies",Original French,Colour,"Teens, Adults, Young adults","KAZAK PRODUCTIONS, Amaury OVISE, FOLIMAGE",,Brecht Evens,"Adrien Merigeau, Nicolas Pleskof",,,,"Celine Devaux, Alan Holly, Hefang Wei, Chenghua Yang, Hippolyte Cupillard, Camille Chao, Camille Monnier",,"Lé Quan Ninh, Théo Mérigeau",,,"One night Reine, a young loner, sees bright and lively movement in the urban chaos, it's like some kind of guide.","Nadia Moussa, Georgia Cusack, Jina Djemba","Brect Evens, Adrien Mérigeau",,,
Awards,2020,Short films,"""Jean-Luc Xiberras"" Award for a First Film",The Town,https://www.annecy.org/resources/images/m/20201226_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201226,The Town,Yifan BAO,China,2020,27 min 11 s,Short film,2D computer,Original version with English subtitles,Colour,"Teens, Adults, Young adults","ARC ANIME STUDIO, Jason GU",,,,,,,,,,,,They choose to resist against the people who gain social approval by changing their appearances with makeovers.,,,,Executive Director : Leo Zou,
Awards,2020,Short films,"""Off-Limits"" Award",Serial Parallels,https://www.annecy.org/resources/images/m/20201157_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201157,Serial Parallels,Max HATTLER,"Germany, Hong Kong",2019,09 min,Short film,"2D computer, photos",Without dialogue or commentary,Colour,"Teens, Adults, Kids, Family, Young adults","RELENTLESS MELT, Max HATTLER",,,,,,,"Zhang Riwen, Iresa Cho",,,"David Kamp, Sky Kung",Max Hattler,Hong Kong's signature architecture of horizon-eclipsing housing estates is reimagined as parallel rows of film strips.,,,"Iresa Cho, Zhang Riwen, Max Hattler",,
Awards,2020,TV and commissioned films,Cristal for a TV Production,L'Odyssée de Choum,https://www.annecy.org/resources/images/m/20200569_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200569,L'Odyssée de Choum,Julien BISARO,"Belgium, France",2019,26 min,TV special,2D computer,Original French,Colour,"Kids, Family","PICOLO PICTURES, Claire PAOLETTI","DANDELOOO, Emmanuèle PETRY-SIRVIN, LES FILMS DU PRÉAU, Emmanuelle CHEVALIER",,"Claire Paoletti, Julien Bisaro",,Julien Bisaro,"Julien Bisaro, Léonard Bismuth, Yannis Boultadakis-Arapinis, Christophe Calissoni, Michaël Crouzat, Lionnel Marchand, Sébastien Rouxel, Arthur Sotto",Picolo Pictures,Julien Bisaro,David Reyes,"Gurwal Coïc-Gallas, Alexis Oscari","Julien Bisaro, Claire Paoletti","Looking for a great mum! Choum, the little owl, has just hatched when a storm pushes her out of the nest. While rolling the second egg from the brood, she tries against all odds, to find a mother...","Thierry Desroses, Prune Bozo, Oscar Pauleau, Effie Rey","Tévy Dubray, Clément Galtier, Nadya Mira, Guitty Mojabi, Pasquale Carlotti, Julien Bisaro",,,
Awards,2020,TV and commissioned films,Jury Award for a TV Series,"Undone ""The Hospital""",https://www.annecy.org/resources/images/m/20201852_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201852,"Undone ""The Hospital""",Hisko HULSING,USA,2019,23 min × 8 episodes,TV serie,rotoscope,Original English,Colour,Adults,"Kate PURDY, Raphael BOB-WAKSBERG, TORNANTE PRODUCTIONS, LLC, Noel BRIGHT, Steven A. COHEN, SUBMARINE, Tommy PALLOTTA, AMAZON PRIME VIDEO, Elijah ARON","AMAZON PRIME VIDEO, Ben BROWN",Hisko Hulsing,"Kate Purdy, Raphael Bob-Waksberg",,"Aimee De Jongh, Gustavo Garcia, Michael Sewnarain, Arjan Wilschut","Wijnand Driessen, Turlo Griffin, Ramon Louro, Titus Meeuws, Ewa Podlodowska, Jakub Podlodowski, Jaap Roose, Milan Smidt, Hans Versfelt","Nathan Bayless, Blue Bliss, Gladys I. Contreras, Dan Jones, Leah Lovise, Chimi Paek, Eric W. Surpless, Eric ""Villan"" Villanueva, Julia Zipporah","Daan Spruijt, Erik Bobeldijk, Dustin Kershaw, Giso Spijkerman, Bart Van Brussel, Jan Van De Laar, Floris Van Der Veen, Ewoud Visser",Amie Doherty,"Hunter Curra (Sse), Pete Orlanski (Psm), Konrad Piñon (Rrm)",Brian Swanson,"While recovering in the hospital from her car accident, Alma talks with her dead father, who has a confusing and compelling request.","Rosa Salazar, Angelique Cabral, Constance Marie, Siddharth Dhananjay, Daveed Diggs, Bob Odenkirk",,Phil Miller,"First Assistant Director: Nora Höppener, Line Producer: Alex Dowding, Technical Director: Thierry Paalman, Alma Winograd-Diaz, Becca Winograd-Diaz, Camila Diaz, Sam, Tunde, Jacob Winograd",
Awards,2020,TV and commissioned films,Jury Award for a TV Special,The Tiger Who Came to Tea,https://www.annecy.org/resources/images/m/20201687_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201687,The Tiger Who Came to Tea,Robin SHAW,United Kingdom,2019,24 min 15 s,TV special,2D computer,English version French subtitles,Colour,"Kids, Family","LUPUS FILMS, Ruth FIELDING, Camilla DEAKIN","NBC UNIVERSAL INTERNATIONAL DISTRIBUTION, Claudia SILVERMAN",Martin Oliver,Joanna Harrison,,,,,,,,,"A mysterious tiger turns up unannounced and invites himself in for afternoon tea. Young Sophie and her mummy watch in fascination as the tiger eats not only their tea, but everything else in the house.",,,,,"""The Tiger Who Came to Tea"", Judith Kerr"
Awards,2020,TV and commissioned films,Cristal for a Commissioned Film,"Lucky Chops ""Traveler""",https://www.annecy.org/resources/images/m/20201315_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201315,"Lucky Chops ""Traveler""","Daniel ALMAGOR, Raman DJAFARI",Germany,2019,03 min 45 s,Music video,2D/3D computer,Without dialogue or commentary,Colour,"Teens, Adults, Kids, Family, Young adults, Preschool","STUDIO VOGEL, Raman DJAFARI",,,,,,,"Charlie Spies, Inger Bierma",,Lucky Chops,Max Gausepohl,,"A music video about a small forgotten village in stasis, a march into the unknown, and the beautiful uncertainty of a choice.",,,,,
Awards,2020,TV and commissioned films,Jury Award,"Greenpeace ""Turtle Journey""",https://www.annecy.org/resources/images/m/20203101_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203101,"Greenpeace ""Turtle Journey""",Gavin STRANGE,United Kingdom,2019,01 min 49 s,Advertising film,"special effects, clay",Original English,Colour,"Teens, Adults, Young adults","AARDMAN ANIMATIONS LTD., Sami GODDARD",,,,,Maya Wilson,,"Alison Evans, Gareth Love, Lee Wilton, Inez Woldman, Marta Arisa Clotet, Eva Bennett, Dom Rayner, Mat Rees","Fernando Lechuga, Hugh Brazier, Paule Quinton, Spencer Cross, Jim Lewis","Arthur Jeffes, Penguin Cafe","Matt Loveridge, Will Davies",Dan Williamson,"The heartbreaking story of a turtle family heading home through an ocean that is under increasing pressure from climate change, plastic pollution, oil drilling and overfishing.","Jim Carter, Olivia Colman, David Harbour, Giovanna Lancellotti, Calyssa Miller, Helen Mirren, Bella Ramsey, Ahir Shah",Thomas Sewell,"Erica Pownall, Adam Cook",,
