year,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,department,Voice,Sets,Based on,Camera,Other credits,Development,Character design,Animation directors,Series creator(s),Script writer,Graphic designer
2021,Huang Jin Chi Ren La,Xia SU,China,2020,08 min 12 s,Short film,2D computer,Original version with English subtitles,Colour,"Teens, Adults, Young adults",CHINA ACADEMY OF ART,,Xi Chen,"Xia Su, Cheng Huang",Xi Chen,Chen Chen,,Chen Chen,,,,,"There is an old saying in China: ""People die for wealth; birds die for food."" When gold is discovered, people of different classes fight for it unscrupulously. Human connection, in all their forms, collapses.",Official Short Films,,,,,,,,,,,
2021,I Gotta Look Good for the Apocalypse,Ayce KARTAL,"Turkey, France",2021,05 min,Short film,2D computer,Original English version French subtitles,Colour,"Teens, Adults, Young adults","Damien MEGHERBI, LES VALSEURS, Justin PECHBERTY","LES VALSEURS, Liyan FAN",,,,,,,,,,,"March 2020. The planet locks itself in. Our world is being drained of its substance and digital life forms are multiplying, like these couples who meet in a virtual universe. What if the crisis was not the pandemic, but the derealization of our lives?",Official Short Films,,Still life paintings by Ayce,,,,,,,,,
2021,June Night,Mike MARYNIUK,Canada,2020,04 min 10 s,Short film,others,Original English version French subtitles,Colour,All audiences,"NFB (ONF) - NATIONAL FILM BOARD OF CANADA, Jon MONTES, David CHRISTENSEN","NFB (ONF) - NATIONAL FILM BOARD OF CANADA, Élise LABBÉ",Mike Maryniuk,Mike Maryniuk,,,,Mike Maryniuk,,Andy Rudolph,"Andy Rudolph, Kelsey Braun, Aaron Funk",Mike Maryniuk,"Juxtaposing archival imagery with handcrafted animation, avant-garde filmmaker Mike Maryniuk conjures up a shimmering utopian dreamscape, a post-covid world shaped by the primordial forces of nature - haunted by the genial spectre of Buster Keaton.",Official Short Films,Sarah Jo Kirsch,,,Mike Maryniuk,,,,,,,
2021,Kafkayi eraz,David BABAYAN,Armenia,2020,08 min 04 s,Short film,3D computer,Original Armenian version English subtitles,Colour,"Adults, Young adults","ARTSTEP STUDIO, Armine HARUTYUNYAN",,Gagik Babayan,David Babayan,,,,Tatul Nurijanyan,,Andranik Berberyan,Tigran Kuzikyan,Ashot Mkrtchyan,"""Miserable me. Two plates are screwed to my temples"", Franz thought, closing his eyes. A dark abyss, the mad court, the sentence to be served in the form of everlasting insomnia.",Official Short Films,Vardan Zadoyan,,,,,,,,,,
2021,L'Amour en plan,Claire SICHEZ,France,2021,15 min,Short film,2D computer,Without dialogue or commentary,Colour,"Teens, Adults, Young adults","IKKI FILMS, Edwina LIARD, Nidia SANTIAGO, INNERVISION","VARICOLOURED, Lara CASIRATI",Claire Sichez,Claire Sichez,Fanny Blanc,"Claire Sichez, Guillaume Bourrachot",Claire Sichez,"Denis Chapon, Capucine Latrasse, Eliott Moreau, David Wojcik",Benjamin Bourreau,Pierre Oberkampf,Mathieu Z'Graggen,Santi Minasi,"After 20 years of living together, Carine, Fabrice and their son have a well-ordered daily life. While Carine is restricted to household chores, Fabrice watches TV all the time, each in their own space, their eyes no longer meet.",Official Short Films,,,,,,,,,,,
2021,Le Monde en soi,"Sandrine STOÏANOV, Jean-Charles FINCK",France,2020,18 min 40 s,Short film,"2D computer, inks on paper, oil on painting",Original French version English subtitles,Colour,"Teens, Adults, Family, Young adults","CAÏMANS PRODUCTIONS, Jérôme BARTHÉLEMY, Daniel SAUVAGE",L'AGENCE DU COURT MÉTRAGE,,"Jean-Charles Finck, Sandrine Stoïanov",Sandrine Stoïanov,Jean-Charles Finck,,Sandrine Stoïanov,,Pierre Caillet,,Jean-Charles Finck,"While preparing for her first exhibition, a young painter commits so passionately to her creations that she loses touch with reality and descends into hallucinatory chaos. In a clinic, she improves by painting and watching a squirrel every day.",Official Short Films,,,,,,,,,,,
2021,Le Réveil des insectes,"Stéphanie LANSAQUE, François LEROY",France,2020,14 min 09 s,Short film,2D computer,Original Cantonese version French subtitles,Colour,Adults,"OFFSHORE, Fabrice PREEL-CLEACH","MANIFEST, Anais COLPIN","Stéphanie Lansaque, François Leroy","Stéphanie Lansaque, François Leroy","Stéphanie Lansaque, François Leroy","Stéphanie Lansaque, François Leroy",,"Stéphanie Lansaque, François Leroy",,Denis Vautrin,Yann Lacan,,"Mr Lam is an old man, losing his memory since his wife died. The last day of ""the insects' hibernation"", he receives an unexpected visit from Ms. Meng, Taoist exorcist determined to chase demons out of his head.",Official Short Films,,,,,,,,,,,
2021,Mauvaises herbes,Claude CLOUTIER,Canada,2020,06 min 22 s,Short film,drawing on paper,Without dialogue or commentary,Colour,All audiences,"PRODUCTIONS L'UNITÉ CENTRALE, Galilé MARION-GAUVIN, ONF - OFFICE NATIONAL DU FILM DU CANADA, Julie ROY","ONF - OFFICE NATIONAL DU FILM DU CANADA, Élise LABBÉ",Claude Cloutier,Claude Cloutier,,,,Claude Cloutier,,Robert Marcel Lepage,Olivier Calvert,Guillaume Fortin,"""Bad Seeds"" takes us to a bizarre world populated by carnivorous plants that can change shapes the way a chameleon changes colours. The veteran director of ""Carface"" deftly connects growth with rivalry and evolution with competition.",Official Short Films,,,,,,,,,,,
2021,"MeTube 3: August Sings ""Una furtiva lagrima""",Daniel MOSHEL,Austria,2020,10 min,Short film,diverse techniques,Without dialogue or commentary,Colour,"Adults, Young adults","FILM & MEDIENPRODUKTION MOSHEL, Daniel MOSHEL","SIXPACKFILM, Jonida LACI",,,,,,,,,,,"Part three of the trilogy, centred on the Swiss tenor August Schram, is now located in an opera house during a running performance of Donizetti's humorous melodrama ""L'elisir d'amore"" and furnished with a memorable cast of characters.",Official Short Films,,,,,,,,,,,
2021,Mom,Kajika AKI,France,2020,09 min 10 s,Short film,2D computer,Without dialogue or commentary,Colour,"Adults, Young adults",Kajika AKI,SILEX FILMS,Kajika Aki Ferrazzini,Kajika Aki Ferrazzini,Kajika Aki Ferrazzini,Kajika Aki Ferrazzini,Kajika Aki Ferrazzini,Kajika Aki Ferrazzini,Kajika Aki Ferrazzini,"Arthur Dairaine, Théophile Loaec",Théophile Loaec,Kajika Aki Ferrazzini,"In the middle of a dystopian world, filmed by surveillance cameras, a little girl is running for her life. A love declaration to memories that allow us to dream of the future.",Official Short Films,Mylène Ballion,Kajika Aki Ferrazzini,,Kajika Aki Ferrazzini,,,,,,,
2021,No Leaders Please,Joan GRATZ,USA,2020,02 min 18 s,Short film,clay,Original English version French subtitles,Colour,"Teens, Adults, Family, Young adults","GRATZFILM, Joan GRATZ","GRATZFILM, Joan GRATZ",Joan Gratz,Charles Bukowski,,,,Joan Gratz,,Judith Gruber-Stitzer,Judith Gruber-Stitzer,,"Works inspired by artists Basquiat, Banksy, Haring, and Ai Weiwei represent Bukowski's poem's theme of self-invention.",Official Short Films,Tom O'Bedlam,,"""No Leaders Please"", Charles Bukowski",,,,,,,,
2021,O,Paul WENNINGER,"Austria, France",2021,05 min,Short film,pixilation,Without dialogue or commentary,Colour,"Teens, Adults, Young adults","KABINETT AD CO., Paul WENNINGER","SIXPACKFILM, Jonida LACI",,,,,,,,,,,"A dancer as filmmaker refrains from superfluous movement in a villa in Brittany, giving way to an individual as well as social state described by the French philosopher Paul Virilio as ""polar inertia"".",Official Short Films,,,,,,,,,,,
2021,On Time,Zbigniew CZAPLA,"Japan, Poland",2021,05 min 30 s,Short film,"animated objects, 2D computer",Original English / Japanese version,Colour,"Teens, Adults, Young adults",Zbigniew CZAPLA,,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Zbigniew Czapla,Japanese trains. Non-places. An intense travel experience through time and space. From Matsuo Bashō's haikus to images of a vanishing world created by Hokusai in Manga catalogues.,Official Short Films,Asuka Yotsumoto,,"""La Sente étroite du Bout-du-Monde""/""The Narrow Road to the Deep North"", Matsuo Bashō",,Anna-Maria Marylska,,,,,,
2021,Opera,Erick OH,South Korea,2020,08 min 55 s,Short film,2D computer,Without dialogue or commentary,Colour,All audiences,"BEASTS AND NATIVES ALIKE, Kim KEYON","BEASTS AND NATIVES ALIKE, Im DAEBUM","Celine You, Ruby Wang",,"Frank Tai, Cindy Jang","Jeeyoon Park, Hyein Park",,"Toshihiro Nakamura, Becky Roberts, Lucie Roberts, Hikari Toriumi, Lauren Adassovsky, Lucas Pacheco, Theresa Reyes, Youri Dekker, Nicolle Castro, Jiwon Han",Christopher Bernal,Andrew Vernon,Andrew Vernon,,This is a massive 8K size animation installation project which portrays our society and history. This is not only a living piece of art but an invitation to question the mechanisms of our society.,Official Short Films,,,,,,,,,,,
2021,People in Motion,"Christoph LAUENSTEIN, Wolfgang LAUENSTEIN",Germany,2021,08 min 21 s,Short film,puppets,Original English version French subtitles,Colour,"Adults, Young adults","LAUENSTEIN & LAUENSTEIN FILMPRODUKTION, Christoph LAUENSTEIN",,Wolfgang Lauenstein,Christoph Lauenstein,,,,Wolfgang Lauenstein,Christoph Lauenstein,Ernst Voester,"Ulf Krüger, Thilo Krüger",,"In a land without light, the sudden appearance of a strange, illuminated object causes a stir among the inhabitants. Egoism and greed infiltrate this dark world. A peculiar parable about the shortcomings of human behaviour.",Official Short Films,O.J. Lynch,Wolfgang Lauenstein,,,,,,,,,
2021,See Me,"Patty STENGER, Yvonne KROESE",Netherlands,2020,08 min 22 s,Short film,"animated objects,  2D/3D computer",Original Dutch version English subtitles,Colour,"Teens, Adults, Family, Young adults","FAMILY AFFAIR FILMS, Chris STENGER","KLIK DISTRIBUTION, Ursula VAN DEN HEUVEL",Yvonne Kroese,Patty Stenger,,,,Happy Ship,,"Rens Machielse, Willem Schneider","Rens Machielse, Willem Schneider",,"When nobody sees you, you seem to disappear. Only when you fall, you seem to belong, just for a little while.",Official Short Films,,,,,,,,,,,
2021,shapes.colours.people. and floatingdown,Peter MILLARD,United Kingdom,2021,03 min 24 s,Short film,drawing on paper,Without dialogue or commentary,Colour,"Adults, Young adults",Peter MILLARD,Peter MILLARD,Peter Millard,,,,,Peter Millard,,Peter Millard,Peter Millard,Peter Millard,No one can hear you when you're floating and struggling in a midst of thick mashy potato substance and colours in a constant state of unhappy happiness.,Official Short Films,,,,,,,,,,,
2021,"Sous la peau, l'écorce",Franck DION,France,2021,08 min 30 s,Short film,"puppets,  2D/3D computer",Original French version English subtitles,Colour,"Teens, Adults, Young adults",Franck DION,,,,,,,,,,,,An uninspiring character decides to visit his uninspired author.,Official Short Films,,,création originale,,,,,,,,
2021,Sve te senzacije u mom trbuhu,Marko DJESKA,"Croatia, Portugal",2020,13 min 19 s,Short film,2D computer,Original Croatian version English subtitles,Colour,"Adults, Young adults","ADRIATIC ANIMATION, Drasko IVEZIC, BAP STUDIO, David DOUTEL","BONOBOSTUDIO, Vanja ANDRIJEVIC",Hana Tintor,Marko Djeska,Hana Tintor,,,"Hana Tintor, Laura Martinovic, David Lovric, Marko Djeska, Drasko Ivezic",,"Sofie Birch, Gustavo Lima",Pedro Marinho,Marko Djeska,"While transitioning from a male to a female gender, Matia struggles to find a genuine intimate relationship with a heterosexual man.",Official Short Films,Matia Anna Plese,,,,,,,,,,
2021,Swallow the Universe,Luis NIETO,France,2021,12 min 17 s,Short film,2D/3D computer,Original Japanese version French subtitles,Colour,"Adults, Young adults","AUTOUR DE MINUIT, Nicolas SCHMERKIN","AUTOUR DE MINUIT, Annabel SEBAG",,Daïchi Mori,Daïchi Mori,,,,,,,,"The grandiloquent blood-and-thunder saga of a young child lost in Manchuria's deep jungle. His sudden presence creates anarchy in the fauna's primitive world, which was, until then, perfectly organized.",Official Short Films,,,Daïchi Mori,,,,,,,,
2021,They Dance with Their Heads,Thomas CORRIVEAU,Canada,2021,08 min 27 s,Short film,"others, drawing on paper",Original English version French subtitles,Colour,"Teens, Adults, Family, Young adults",Thomas CORRIVEAU,,,,,,,,,Guido Del Fabbro,Olivier Calvert,,"The severed head of a choreographer is held captive by an eagle on a desert island.
This film unexpectedly takes us into the sensitive world of an artist madly in love with dance.",Official Short Films,Marc Béland,,,,Marc Béland,,,,,,
2021,Tío,Juan José MEDINA,Mexico,2021,12 min 30 s,Short film,puppets,Original Spanish version English subtitles,Colour,"Teens, Adults, Young adults","IMCINE - INSTITUTO MEXICANO DE CINEMATOGRAFÍA, Juan José MEDINA","IMCINE - INSTITUTO MEXICANO DE CINEMATOGRAFÍA, Juan José MEDINA",Juan Medina,Juan Medina,,,,Sergio Valdivia,Hector Fausto,Ruy Diaz,Odin Acosta,Yadin Salmeron,"On his first day of work as a miner, Martin, a cocky teenager, will learn the importance of rituals and respect for ancestors.",Official Short Films,"Cornelio García, Damian Vazquez J",,,Rita Basulto,,,,,,,
2021,Unanswered Telephone,Seunn LEE,"South Korea, Czech Republic",2020,05 min 10 s,Short film,"drawing on cels, drawing on paper, cut-outs, paint on glass, diverse techniques",Without dialogue or commentary,Colour,"Adults, Family, Young adults",Seunn LEE,Seunn LEE,Seunn Lee,Seunn Lee,,,,Seunn Lee,,"Eric La Casa, Felix Kubin",,,"In a perspective-distorted house, people are not on the same wavelength.",Official Short Films,,,,,,,,,,,
2021,Vadim na progulke,Sasha SVIRSKY,Russia,2021,08 min,Short film,2D/3D computer,Original Russian version English subtitles,Colour,Adults,"SCHOOL-STUDIO ""SHAR"", Nikolay MAKOVSKY","SCHOOL-STUDIO ""SHAR"", Nikolay MAKOVSKY",,Sasha Svirsky,Sasha Svirsky,Sasha Svirsky,,Sasha Svirsky,Sasha Svirsky,Alexey Prosvirnin,Alexey Prosvirnin,Sasha Svirsky,"At last, Vadim gets out of a tight cubic space where he has been used to sitting. He embraces the brave new world and his new life.",Official Short Films,Alexey Prosvirnin,,,Sasha Svirsky,,,,,,,
2021,Zoizoglyphes,Jeanne APERGIS,France,2021,07 min 44 s,Short film,"drawing on paper, special effects, 2D computer, rotoscope",Without dialogue or commentary,Colour,"Adults, Kids",Jeanne APERGIS,,,,,,,,,,,,"But what can they see through this hole? Crowds of people, individuals, individuals in a crowd, partition walls, buildings, bugs, an intruder, the battle... The beginning or the end of a non-systematic system.",Official Short Films,,,,,,,,,,,
2021,Cause of Death,Jyoti MISTRY,"South Africa, Austria",2020,20 min,Short film,diverse techniques,Original English version French subtitles,,"Adults, Young adults","SÜD NORD FILM, Florian SCHATTAUER","SIXPACKFILM, Jonida LACI",,,,,,,,,,,"Crush, beat, drown, hang, burn. Femicide. Starting point for ""Cause of Death"": looking at the way in which images of women were marginalised historically in the archive or how they were depicted.",Off-Limits Short Films,,,,,,,,,,,
2021,Dissolution Prologue (Extended Version),Siegfried FRUHAUF,Austria,2020,06 min,Short film,others,Without dialogue or commentary,Colour,"Teens, Adults, Kids, Young adults","SIEGFRIED FRUAUF, Siegfried FRUHAUF","SIXPACKFILM, Jonida LACI",,,,,,,,,,,"The central leitmotif investigated by the director in his artistic works concerns the nature of film. This guiding principle leads to associated questions in terms of the medium's limitations and, as the title suggests, their dissolution.",Off-Limits Short Films,,,,,,,,,,,
2021,Hum Drum,Patrick BOKANOWSKI,France,2021,06 min 15 s,Short film,"animated objects, drawing on paper, special effects, pixilation, live action",Without dialogue or commentary,Colour,"Adults, Family, Young adults","KIRA BM FILMS, Patrick BOKANOWSKI",,,,,,,,,Michèle Bokanowski,,,"A painter in his studio: his pencils, brushes, tubes, table, easel and drawings set themselves in motion in an explosion of colors and flashes of light.",Off-Limits Short Films,,,,,,,,,,,
2021,Maalbeek,Ismaël Joffroy CHANDOUTIS,France,2020,16 min 12 s,Short film,3D computer,Original French version English subtitles,Colour,"Adults, Young adults","FILMS GRAND HUIT, Pauline SEIGLAND, Lionel MASSOL, FILMS À VIF, Maxence VOISEUX","SQUARE EYES, Wouter JANSEN",,,,,,,,,,,"Survivor but amnesiac from the attack at Maalbeek metro station on 22nd March 2016 in Brussels, Sabine is looking for the missing image of an over-mediatized event of which she has no memory.",Off-Limits Short Films,,,,,,,,,,,
2021,Panic,Elina MALIGINA,Latvia,2021,05 min 58 s,Short film,"drawing on paper, 2D computer, live action",Without dialogue or commentary,Colour,Adults,"EGOGURU, Reinis KALNAELLIS","RIJA FILMS, Reinis KALNAELLIS",Helen Ora,,,,,Reinis Kalnaellis,Reinis Kalnaellis,Karlis Auzans,,Reinis Kalnaellis,"At times soaring above the clouds, at times reaching the lowest of lows, I fight to survive and to find a place for myself.",Off-Limits Short Films,,,,Kristaps Lejiņš,"Helen Ora, Justīne Lejiņa, Baiba Lejiņa, Hanna Dzelme",,,,,,
2021,SCUM MUTATION,Ov,France,2020,10 min,Short film,3D computer,Original French version English subtitles,Colour,"Adults, Young adults",LE FRESNOY - STUDIO NATIONAL DES ARTS CONTEMPORAINS,"LE FRESNOY - STUDIO NATIONAL DES ARTS CONTEMPORAINS, Natalia TREBIK",Ov,Ov,"Ov, Charlotte Fourneuf-Niel",,,"Ov, Paul Guilbert, Jeremy Waulter",,"Ov, Ivvvo","Ov, Raphaëlle Duquesnoy",Ov,"Here you are SCUM, a creature in cage. Inside the rage of our time, your individual and societal wound questions our visceral link to violence. SCUM, in your silicon hands young germs are growing and mutating.",Off-Limits Short Films,"Ov, VNS, Family Fourche",,,,"Alice Goudon, Cindy Coutant, Pauline Sicard",,,,,,
